"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Brand Spirits","1323 Cherry Rd","Rock Hill","SC","29732","2509","Bhogi","Patel","Owner","8033661052","Liquors-Retail","445310","445310","445310","453220","","Private","York","3.00","1421000.00","BRANDSPARTYSHOP.COM","1958"
"Breeze Thru","1225 N Andy Griffith Pkwy","Mt Airy","NC","27030","","","","","9193804180","Liquors-Retail","445310","","","","","Private","Surry","5.00","1089000.00","","2017"
"Breeze Thru-Avon","40374 Nc 12 Hwy","Avon","NC","27915","1302","Istvan","Kajari","Manager","2529953347","Beer & Ale-Retail","445310","","","","","Private","Dare","4.00","942000.00","BREEZETHRUOBX.COM","1998"
"Brevard ABC Store","350 N Broad St # A","Brevard","NC","28712","3354","","","","8288838128","Liquors-Retail","445310","445310","","","","Private","Transylvania","6.00","1100000.00","CITYOFBREVARD.COM","1984"
"Brew Thru Beverage Store","524 Baumtown Rd","Wanchese","NC","27981","9501","Philip","Foreman","Owner","2524753948","Beer & Ale-Retail","445310","445310","","","","Private","Dare","4.00","942000.00","BREWTHRU.COM","2006"
"Brew Thru Beverage Store","790 Ocean Trl","Corolla","NC","27927","9667","Dana","Lawrence","President","2524532878","Beer & Ale-Retail","445310","447190","","","","Private","Currituck","8.00","1783000.00","BREWTHRU.COM","1993"
"Brew Thru Beverage Store","3700 S Virginia Dare Trl","Nags Head","NC","27959","9274","Mark","Fearing","Manager","2524802739","Beer & Ale-Retail","445310","","","","","Private","Dare","3.00","706000.00","BREWTHRU.COM","1993"
"Brew Thru Beverage Store","2203 Highway 158 Mp 10","Nags Head","NC","27959","","Cathy","Ramsey","Manager","2524415108","Beer & Ale-Retail","445310","","","","","Private","Dare","3.00","706000.00","BREWTHRU.COM","1984"
"Brew Thru Beverage Store","2749 N Croatan Hwy","Kitty Hawk","NC","27949","","Michelle","Pruitt","General Mgr","2522613948","Beer & Ale-Retail","445310","","","","","Private","Dare","3.00","706000.00","BREWTHRU.COM","1984"
"Brewer's Kettle","308 E Mountain St","Kernersville","NC","27284","2943","","","","3369923333","Beer & Ale-Retail","445310","424690","","","","Private","Forsyth","1.00","482000.00","","2014"
"Brewer's Kettle","2505 N Main St # 101","High Point","NC","27262","8255","Dave","Armstrong","Owner","3368850099","Wines-Retail","445310","445310","","","","Private","Guilford","4.00","1476000.00","","2011"
"Broad Street Wines","30 S Broad St","Brevard","NC","28712","3728","Constance","Edmands","President","8288832101","Wines-Retail","445310","","","","","Private","Transylvania","2.00","367000.00","BROADSTREETWINES.COM","2013"
"Broadway Wine & Liquor","4425 N Broadway St","Knoxville","TN","37917","2210","","","","8653375957","Liquors-Retail","445310","445310","445310","","","Private","Knox","6.00","2114000.00","BROADWAYWINEANDLIQUOR.COM","2015"
"Brown's Creek Wine & Spirits","1701 E Lamar Alexander Pkwy","Maryville","TN","37804","6202","Greg","Williams","Owner","8653800100","Wines-Retail","445310","445310","445310","","","Private","Blount","9.00","2273000.00","","2002"
"Bruisin Ale's","66 Broadway St","Asheville","NC","28801","2916","Julie R","Atallah","Other","8282528999","Beer & Ale-Retail","445310","454110","","","","Private","Buncombe","4.00","1792000.00","BRUISIN-ALES.COM","2007"
"Brunswick ABC Store","5211 Andrew Jackson Hwy E","Delco","NC","28436","","Angie","Boone","Manager","9106552799","Liquors-Retail","445310","","","","","Private","Brunswick","3.00","652000.00","","1999"
"Brunswick ABC Store","1493 Vinson Blvd","Brunswick","NC","28424","","Whitney","Stephens","Manager","9106424670","Liquors-Retail","445310","445310","","","","Private","Columbus","3.00","551000.00","ABC.NC.GOV","2006"
"Brunswick County ABC Store","2567 Holden Beach Rd SW","Holden Beach","NC","28462","5339","Karen","Stineman","Manager","9108428839","Liquors-Retail","445310","","","","","Private","Brunswick","6.00","1304000.00","ABC.NC.GOV","1996"
"Buffalo Pawn","933 Main St","Buffalo","SC","29321","3030","Mike","Walker","Owner","8644273350","Liquors-Retail","445310","522298","","","","Private","Union","4.00","660000.00","","2003"
"Buford Spririts & Wine","4457 Pageland Hwy","Lancaster","SC","29720","","","","","8032833132","Wines-Retail","445310","445310","","","","Private","Lancaster","4.00","985000.00","","2011"
"Bull Durham Beer Co LLC","2619 Western Blvd","Raleigh","NC","27606","2125","Jennifer B","Venable","Manager","9190001111","Beer & Ale-Retail","445310","","","","","Private","Wake","2.00","39000.00","","2015"
"Bulldog Beer & Wine","2447 Park Rd","Charlotte","NC","28203","5926","Rob","Johnson","President","9803350492","Liquors-Retail","445310","445310","454110","","","Private","Mecklenburg","4.00","2024000.00","BULLDOGBEERANDWINE.COM","2013"
"Bullock's Liquor Store","203 Richard Temple Blvd","Lake View","SC","29563","","","","","8437592153","Liquors-Retail","445310","445310","","","","Private","Dillon","1.00","202000.00","","1985"
"Burlington Graham ABC Board","1409 S Third St","Mebane","NC","27302","8186","Glenda","Wilson","Manager","9193042516","Liquors-Retail","445310","","","","","Private","Alamance","3.00","648000.00","ABC.NC.GOV","2004"
"Burnsville ABC","683 W US Highway 19E Byp","Burnsville","NC","28714","7279","Brian","Franklin","Manager","8286824880","Liquors-Retail","445310","","","","","Private","Yancey","5.00","865000.00","ABCAUTHORIZEDREPAIR.COM","2011"
"Burnsville Wine & Inc","525 W Main St # 3","Burnsville","NC","28714","2864","Joyce","Watts","Other","8286823456","Wines-Retail","445310","","","","","Private","Yancey","2.00","346000.00","BURNSVILLEWINE.COM","2010"
"Bypass Liquors Liquors","1309 E Meeting St","Lancaster","SC","29720","4764","Sam","Kashyap","Manager","8032868394","Liquors-Retail","445310","","","","","Private","Lancaster","2.00","493000.00","","2018"
"C R U Wine & Beers LLC","2309 Fleming Rd # 107","Greensboro","NC","27410","9824","Michael C","Hettenbach","Other","3360001111","Wines-Retail","445310","","","","","Private","Guilford","4.00","1476000.00","","2015"
"Cades Cove Cellars","7126 E Lamar Alexander Pkwy","Townsend","TN","37882","3801","William R","Birholz","Owner","8653362043","Wines-Retail","445310","","","","","Private","Blount","3.00","758000.00","CADESCOVECELLARS.COM","2012"
