"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Starrlight Mead","480 Hillsboro St # 100","Pittsboro","NC","27312","9936","Becky","Starr","Owner","9195336314","Wines-Retail","445310","312130","","","","Private","Chatham","6.00","1120000.00","STARRLIGHTMEAD.COM","2011"
"State Line Beverage Warehouse","3670 Highway 51","Fort Mill","SC","29715","8351","Dan","Whiteman","Manager","8038027636","Liquors-Retail","445310","445310","","","","Private","York","2.00","948000.00","STATELINEBEVERAGE.COM","2006"
"State Line Market","1876 Highway 19E Byp","Elizabethton","TN","37643","4649","","","","4235435958","Beer & Ale-Retail","445310","","","","","Private","Carter","3.00","655000.00","","1984"
"State Line Package Store","8344 Highway 441 N","Dillard","GA","30537","1733","Shirley","Allred","CEO","7067465410","Beer & Ale-Retail","445310","445310","","","","Private","Rabun","2.00","444000.00","","2004"
"State Liquor Store","12990 Booker T Washington Hwy","Hardy","VA","24101","3953","Kevin","Richardson","Site Manager","5407211750","Liquors-Retail","445310","","","","","Private","Franklin","7.00","1324000.00","VIRGINIA.GOV","2005"
"State Liquor Store","290 Peppers Fry Rd NE # B","Christiansburg","VA","24073","6591","Chase","Thurman","Site Manager","5403817145","Liquors-Retail","445310","","","","","Private","Montgomery","7.00","1970000.00","ABC.VIRGINIA.GOV","2012"
"State Liquor Store","149 Clay Dr","Pounding Mill","VA","24637","4319","Janis","Nichols","Site Manager","2769649411","Liquors-Retail","445310","","","","","Private","Tazewell","3.00","663000.00","","2007"
"State Liquor Store","1612 Laskin Rd # 774A","Virginia Beach","VA","23451","6197","David","Warren","Site Manager","7574915137","Liquors-Retail","445310","","","","","Private","Virginia Beach","14.00","184000.00","ABCVIRGINIA.GOV","2002"
"State Liquor Store","7862 Tidewater Dr # I05","Norfolk","VA","23505","3711","Tiffany","Ivey","Manager","7575312008","Liquors-Retail","445310","","","","","Private","Norfolk","11.00","2903000.00","ABC.GOV","2012"
"State Liquor Store","4334 Holland Plaza Shopping Ct","Virginia Beach","VA","23452","1194","Tom","Harper","Site Manager","7574313458","Liquors-Retail","445310","","","","","Private","Virginia Beach","10.00","132000.00","ABC.VIRGINIA.GOV","2012"
"State Liquor Store","100 N Franklin St","Christiansburg","VA","24073","2953","Tabitha","Nester","Site Manager","5403817120","Liquors-Retail","445310","","","","","Private","Montgomery","5.00","1407000.00","ABC.VIRGINIA.GOV","1991"
"State Liquor Store","1917 S Church St","Smithfield","VA","23430","1852","Scotty","Jones","Site Manager","7573574915","Liquors-Retail","445310","","","","","Private","Isle of Wight","6.00","1062000.00","ABC.VIRGINIA.GOV","1994"
"State Liquor Store","13701 US Highway 29 # P","Chatham","VA","24531","3611","Crystal","Aaron","Site Manager","4344327250","Liquors-Retail","445310","","","","","Private","Pittsylvania","7.00","1316000.00","ABC.VIRGINIA.GOV","1994"
"State Liquor Store","235 N Union St","Danville","VA","24541","1029","David","Abbott","Site Manager","4347915327","Liquors-Retail","445310","","","","","Private","Danville","3.00","715000.00","","1994"
"State Liquor Store","645 W Main St","Danville","VA","24541","4201","Chris","Robertson","Site Manager","4347915317","Liquors-Retail","445310","713290","","","","Private","Danville","5.00","1191000.00","","1994"
"State Liquor Store","621 Stoney Creek Ln","Newport News","VA","23608","0064","Robin","Gonnella","Site Manager","7578862846","Liquors-Retail","445310","","","","","Private","Newport News","11.00","2582000.00","","1996"
"State Liquor Store # 2","103 S Pollock St","Selma","NC","27576","3031","Brenda","Evans","Manager","9199652216","Liquors-Retail","445310","","","","","Private","Johnston","2.00","478000.00","STATE.PA.US","1995"
"State Liquor Store 1","110 S Herritage St","Kinston","NC","28501","1109","Bruce","Hill","Manager","2525231606","Liquors-Retail","445310","","","","","Private","Lenoir","5.00","1543000.00","","2012"
"State Liquor Store 7","6056 US Highway 70 E","La Grange","NC","28551","","Mike","Meyers","Manager","2525664711","Liquors-Retail","445310","","","","","Private","Wayne","2.00","429000.00","","1994"
"Stateline Elite","9804 Charlotte Hwy","Indian Land","SC","29707","7133","","","","8034317140","Liquors-Retail","445310","445310","","","","Private","Lancaster","2.00","493000.00","","2013"
"Statesville ABC Store","311 S Center St","Statesville","NC","28677","5838","William","Stamey","Manager","7048735078","Liquors-Retail","445310","445310","","","","Private","Iredell","9.00","2248000.00","STATESVILLEABC.COM","2001"
"Stathakis J J Liquor Store Inc","1816 E Greenville St","Anderson","SC","29621","2035","J J","Stathakis","Owner","8642261255","Liquors-Retail","445310","445310","445310","","","Private","Anderson","2.00","956000.00","","1984"
"Stella Brew LLC","1305 S Hawthorne Rd","Winston Salem","NC","27103","4121","Stella","Blue","Owner","3367259300","Liquors-Retail","445310","424810","722515","","","Private","Forsyth","5.00","2410000.00","STELLABREW.COM","2013"
